"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18611245,"2018-06-15 07:00:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","1100 E AVENUE S, PALMDALE, CA","1100 E AVENUE S","PALMDALE",,"918-08745-2603","2603","08745","CA01900W9","PALMDALE","N"
18611265,"2018-06-15 07:40:58","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","ARTESIA BLVD AND DOWNEY AVE, BELLFLOWER, CA 90706","ARTESIA BLVD AND DOWNEY AVE","BELLFLOWER","90706","918-13322-1335","1335","13322","CA0190013","LAKEWOOD","N"
18611644,"2018-06-15 10:00:00","NARCOTICS","188","NARCOTICS: Marijuana Misdemeanors (More Than 1 oz)","E 130TH ST E AND AVENUE R, LITTLEROCK, CA","E 130TH ST E AND AVENUE R","LITTLEROCK",,"018-00702-3672","3672","00702","CA0190036","NARCOTICS BUREAU","N"
18611480,"2018-06-15 10:10:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","11100 LARCH AVE, LENNOX, CA","11100 LARCH AVE","LENNOX",,"918-04654-0383","0383","04654","CA0190003","SOUTH LOS ANGELES","N"
18611472,"2018-06-15 10:27:55","NARCOTICS","188","NARCOTICS: Marijuana Misdemeanors (More Than 1 oz)","1100 LAKEVIEW DR, PALMDALE, CA","1100 LAKEVIEW DR","PALMDALE",,"018-00701-3672","3672","00701","CA0190036","NARCOTICS BUREAU","N"
18611753,"2018-06-15 12:05:00","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","500 BAUCHET ST, LOS ANGELES, CA 90012","500 BAUCHET ST","LOS ANGELES","90012","918-01328-5120","5120","01328","CA0190026","INMATE RECEPTION CENTR","N"
18611662,"2018-06-15 13:50:00","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","1200 77TH AVE, HACIENDA HEIGHTS, CA","1200 77TH AVE","HACIENDA HEIGHTS",,"918-07896-1477","1477","07896","CA0190014","INDUSTRY","N"
18611691,"2018-06-15 14:27:00","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","2600 BLOCK OF CONTINENTAL AVE, SOUTH EL MONTE, CA 91733","2600 BLOCK OF CONTINENTAL AVE","SOUTH EL MONTE","91733","918-07404-0562","0562","07404","CA0190005","TEMPLE","N"
18611741,"2018-06-15 14:47:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","SIERRA HWY AND SOLEDAD CYN RD, SANTA CLARITA, CA","SIERRA HWY AND SOLEDAD CYN RD","SANTA CLARITA",,"918-08317-0631","0631","08317","CA0190006","SANTA CLARITA VALLEY","N"
18611782,"2018-06-15 16:16:30","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","CASTLEGATE AVE AND COMPTON BLVD, COMPTON, CA","CASTLEGATE AVE AND COMPTON BLVD","COMPTON",,"918-08447-2851","2851","08447","CA0190042","COMPTON","N"
18611794,"2018-06-15 16:30:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","GOLDEN VALLEY RD AND SIERRA HWY, SANTA CLARITA, CA","GOLDEN VALLEY RD AND SIERRA HWY","SANTA CLARITA",,"918-08321-0617","0617","08321","CA0190006","SANTA CLARITA VALLEY","N"
18611829,"2018-06-15 16:45:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","111TH PL AND EASTWOOD AVE, LENNOX, CA","111TH PL AND EASTWOOD AVE","LENNOX",,"918-04664-0383","0383","04664","CA0190003","SOUTH LOS ANGELES","N"
18611818,"2018-06-15 16:45:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","GARVEY AVE AND ROSEMEAD BLVD, SOUTH EL MONTE, CA 91733","GARVEY AVE AND ROSEMEAD BLVD","SOUTH EL MONTE","91733","918-07413-0560","0560","07413","CA0190005","TEMPLE","N"
18611882,"2018-06-15 17:47:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","RUSH ST AND FLORDALE AVE, SOUTH EL MONTE, CA 91733","RUSH ST AND FLORDALE AVE","SOUTH EL MONTE","91733","918-07422-0562","0562","07422","CA0190005","TEMPLE","N"
18611906,"2018-06-15 18:04:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","2000 DURFEE AVE, SOUTH EL MONTE, CA 91733","2000 DURFEE AVE","SOUTH EL MONTE","91733","918-07424-0562","0562","07424","CA0190005","TEMPLE","N"
18611962,"2018-06-15 18:30:00","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","3500 CESAR CHAVEZ AVE, LOS ANGELES, CA","3500 CESAR CHAVEZ AVE","LOS ANGELES",,"918-09072-0275","0275","09072","CA0190002","EAST LOS ANGELES","N"
18611937,"2018-06-15 18:57:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","8300 GARVEY AVE, ROSEMEAD, CA 91770","8300 GARVEY AVE","ROSEMEAD","91770","918-07426-0533","0533","07426","CA0190005","TEMPLE","N"
18611974,"2018-06-15 19:00:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","19300 SOLEDAD CANYON RD, CANYON COUNTRY, CA 91351","19300 SOLEDAD CANYON RD","CANYON COUNTRY","91351","918-08333-0612","0612","08333","CA0190006","SANTA CLARITA VALLEY","N"
18611987,"2018-06-15 19:27:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","SIERRA HWY AND AVENUE K, LANCASTER, CA","SIERRA HWY AND AVENUE K","LANCASTER",,"918-11911-1123","1123","11911","CA0190024","LANCASTER","N"
18611965,"2018-06-15 19:30:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","RAILROAD AVE AND MARKET ST, SANTA CLARITA, CA","RAILROAD AVE AND MARKET ST","SANTA CLARITA",,"918-08331-0625","0625","08331","CA0190006","SANTA CLARITA VALLEY","N"
18611995,"2018-06-15 19:48:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","400 N WILLOWBROOK AVE, COMPTON, CA","400 N WILLOWBROOK AVE","COMPTON",,"918-08458-2814","2814","08458","CA0190042","COMPTON","N"
18612015,"2018-06-15 20:04:00","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","4200 GLEASON ST, EAST LOS ANGELES, CA","4200 GLEASON ST","EAST LOS ANGELES",,"918-09077-0280","0280","09077","CA0190002","EAST LOS ANGELES","N"
18611991,"2018-06-15 20:05:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","FELLOWSHIP AVE AND MULLENDER AVE, VALINDA, CA 91744","FELLOWSHIP AVE AND MULLENDER AVE","VALINDA","91744","918-07915-1440","1440","07915","CA0190014","INDUSTRY","N"
18612000,"2018-06-15 20:09:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","400 N ROWAN AVE, LOS ANGELES, CA","400 N ROWAN AVE","LOS ANGELES",,"918-09076-0276","0276","09076","CA0190002","EAST LOS ANGELES","N"
18612083,"2018-06-15 21:00:00","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","500 BAUCHET ST, LOS ANGELES, CA 90012","500 BAUCHET ST","LOS ANGELES","90012","918-01332-5120","5120","01332","CA0190026","INMATE RECEPTION CENTR","N"
18612058,"2018-06-15 21:00:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","2100 ROSEMEAD BLVD, S EL MONTE, CA 91733","2100 ROSEMEAD BLVD","S EL MONTE","91733","918-07440-0560","0560","07440","CA0190005","TEMPLE","N"
18612080,"2018-06-15 21:45:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","6000 OLYMPIC BLVD, LOS ANGELES, CA 90022","6000 OLYMPIC BLVD","LOS ANGELES","90022","018-09079-0287","0287","09079","CA0190002","EAST LOS ANGELES","N"
18612107,"2018-06-15 22:00:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","GENESEE AVE AND SANTA MONICA BLVD, WEST HOLLYWOOD, CA","GENESEE AVE AND SANTA MONICA BLVD","WEST HOLLYWOOD",,"918-03949-0974","0974","03949","CA0190009","WEST HOLLYWOOD","N"
18612106,"2018-06-15 22:04:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","1500 HACIENDA BLVD, LA PUENTE, CA","1500 HACIENDA BLVD","LA PUENTE",,"918-07917-1432","1432","07917","CA0190014","INDUSTRY","N"
18612144,"2018-06-15 23:08:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","BOUQUET CANYON RD AND SECO CANYON RD, SANTA CLARITA, CA","BOUQUET CANYON RD AND SECO CANYON RD","SANTA CLARITA",,"918-08344-0642","0642","08344","CA0190006","SANTA CLARITA VALLEY","N"
18612172,"2018-06-15 23:15:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","WALNUT AVE AND ATLANTIC AVE, LYNWOOD, CA 90262","WALNUT AVE AND ATLANTIC AVE","LYNWOOD","90262","918-08813-2114","2114","08813","CA01900V3","CENTURY","N"
18612171,"2018-06-15 23:47:53","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","96TH ST AND BUDLONG AVE, LOS ANGELES, CA 90044","96TH ST AND BUDLONG AVE","LOS ANGELES","90044","918-04676-0371","0371","04676","CA0190003","SOUTH LOS ANGELES","N"
18612188,"2018-06-16 00:00:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","2100 E PALMDALE BLVD, PALMDALE, CA 93550","2100 E PALMDALE BLVD","PALMDALE","93550","918-08790-2608","2608","08790","CA01900W9","PALMDALE","N"
18612230,"2018-06-16 00:25:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","28300 INFINITY CIR, SAUGUS, CA 91350","28300 INFINITY CIR","SAUGUS","91350","918-08351-0649","0649","08351","CA0190006","SANTA CLARITA VALLEY","N"
18612221,"2018-06-16 01:23:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","218TH PL AND SANTA FE AVE, CARSON, CA","218TH PL AND SANTA FE AVE","CARSON",,"918-06265-1622","1622","06265","CA0190016","CARSON","N"
18612258,"2018-06-16 03:05:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","10800 INGLEWOOD AVE, LENNOX, CA","10800 INGLEWOOD AVE","LENNOX",,"918-04678-0380","0380","04678","CA0190003","SOUTH LOS ANGELES","N"
18612286,"2018-06-16 04:11:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","14200 MYSTIC ST, WHITTIER, CA","14200 MYSTIC ST","WHITTIER",,"918-09208-0492","0492","09208","CA0190004","NORWALK","N"
18612287,"2018-06-16 04:30:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","7900 VENTURA CYN AVE, PANORAMA CITY, CA 91402","7900 VENTURA CYN AVE","PANORAMA CITY","91402","918-03583-1029","1029","03583","CA0190022","MALIBU/LOST HILLS","N"
18612331,"2018-06-16 06:15:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","500 W PARK DR, PALMDALE, CA","500 W PARK DR","PALMDALE",,"918-08800-2611","2611","08800","CA01900W9","PALMDALE","N"
18612338,"2018-06-16 07:13:00","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","1500 N LONG BEACH BLVD, COMPTON, CA 90221","1500 N LONG BEACH BLVD","COMPTON","90221","918-08482-2825","2825","08482","CA0190042","COMPTON","N"
18612343,"2018-06-16 07:20:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","15100 S GIBSON AVE, EAST RANCHO DOMINGUEZ, CA","15100 S GIBSON AVE","EAST RANCHO DOMINGUEZ",,"918-08483-2851","2851","08483","CA0190042","COMPTON","N"
18612344,"2018-06-16 07:50:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","E AVENUE N AND 60TH ST E, LITTLEROCK, CA","E AVENUE N AND 60TH ST E","LITTLEROCK",,"918-08801-2636","2636","08801","CA01900W9","PALMDALE","N"
18612362,"2018-06-16 08:29:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","SACRAMENTO ST AND RAYMOND LN, ALTADENA, CA 91001","SACRAMENTO ST AND RAYMOND LN","ALTADENA","91001","918-01727-0774","0774","01727","CA0190007","ALTADENA","N"
18612492,"2018-06-16 10:40:00","NARCOTICS","186","Found Narcotics","17900 COLIMA RD, ROWLAND HEIGHTS, CA 91748","17900 COLIMA RD","ROWLAND HEIGHTS","91748","918-03831-2930","2930","03831","CA0190020","WALNUT","N"
18612568,"2018-06-16 11:45:00","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","500 BAUCHET ST, LOS ANGELES, CA 90012","500 BAUCHET ST","LOS ANGELES","90012","918-01337-5120","5120","01337","CA0190026","INMATE RECEPTION CENTR","N"
18612609,"2018-06-16 12:15:00","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","500 BAUCHET ST, LOS ANGELES, CA 90012","500 BAUCHET ST","LOS ANGELES","90012","918-01338-5120","5120","01338","CA0190026","INMATE RECEPTION CENTR","N"
18612634,"2018-06-16 12:15:00","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","29400 THE OLD ROAD, CASTAIC, CA 91384","29400 THE OLD ROAD","CASTAIC","91384","918-01656-5640","5640","01656","CA0190087","NORTH COUNTY CORRECTIONAL FAC.","N"
18612508,"2018-06-16 12:30:16","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","209TH ST AND BRIGHTON AVE, TORRANCE, CA","209TH ST AND BRIGHTON AVE","TORRANCE",,"918-06279-1694","1694","06279","CA0190016","CARSON","N"
18612569,"2018-06-16 13:31:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","500 CLELA AVE, LOS ANGELES, CA 90022","500 CLELA AVE","LOS ANGELES","90022","918-09096-0285","0285","09096","CA0190002","EAST LOS ANGELES","N"
18612496,"2018-06-16 13:58:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","13700 MINDANAO WAY, MARINA DEL REY, CA 90292","13700 MINDANAO WAY","MARINA DEL REY","90292","918-01505-2761","2761","01505","CA0190065","MARINA DEL REY","N"
18612586,"2018-06-16 14:13:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","11900 FIRESTONE BLVD, NORWALK, CA 90650","11900 FIRESTONE BLVD","NORWALK","90650","918-09235-0454","0454","09235","CA0190004","NORWALK","N"
18612709,"2018-06-16 15:30:00","NARCOTICS","182","Felony Transport,Sales,Possess Marijuana,Concentrtd Cannabis/Hashsh","2100 W AVENUE K-5, LANCASTER, CA","2100 W AVENUE K-5","LANCASTER",,"918-11961-1192","1192","11961","CA0190024","LANCASTER","N"
18612656,"2018-06-16 15:31:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","BULLIS RD AND ALONDRA BLVD, COMPTON, CA","BULLIS RD AND ALONDRA BLVD","COMPTON",,"918-08503-2844","2844","08503","CA0190042","COMPTON","N"
18612684,"2018-06-16 16:00:00","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","29400 THE OLD ROAD, CASTAIC, CA 91384","29400 THE OLD ROAD","CASTAIC","91384","918-00516-5610","5610","00516","CA0190082","PDC - SOUTH","N"
18612667,"2018-06-16 16:05:00","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","11800 CARSON ST, LAKEWOOD, CA 90712","11800 CARSON ST","LAKEWOOD","90712","918-13426-1328","1328","13426","CA0190013","LAKEWOOD","N"
18612681,"2018-06-16 17:00:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","NOGALES ST AND COLIMA RD, ROWLAND HEIGHTS, CA","NOGALES ST AND COLIMA RD","ROWLAND HEIGHTS",,"918-03833-2935","2935","03833","CA0190020","WALNUT","N"
18612690,"2018-06-16 17:07:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","27800 CASTAIC RD, CASTAIC, CA 91384","27800 CASTAIC RD","CASTAIC","91384","918-08374-0675","0675","08374","CA0190006","SANTA CLARITA VALLEY","N"
18612730,"2018-06-16 17:32:00","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","SOMERSET BLVD AND ILLINOIS AVE, PARAMOUNT, CA 90723","SOMERSET BLVD AND ILLINOIS AVE","PARAMOUNT","90723","918-13436-1365","1365","13436","CA0190013","LAKEWOOD","N"
18612746,"2018-06-16 17:45:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","14500 OLIVE VEIW DR, SYLMAR, CA 91342","14500 OLIVE VEIW DR","SYLMAR","91342","918-01072-8548","8548","01072","CA01900F4","COUNTY SERVICES BUR","N"
18612723,"2018-06-16 17:55:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","ROSEMEAD BLVD AND BROADWAY, TEMPLE CITY, CA 91780","ROSEMEAD BLVD AND BROADWAY","TEMPLE CITY","91780","918-07477-0522","0522","07477","CA0190005","TEMPLE","N"
18612775,"2018-06-16 19:01:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","300 S EASTERN AVE, LOS ANGELES, CA 90022","300 S EASTERN AVE","LOS ANGELES","90022","018-09110-0280","0280","09110","CA0190002","EAST LOS ANGELES","N"
18612748,"2018-06-16 19:10:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","14600 PIONEER BLVD, NORWALK, CA 90650","14600 PIONEER BLVD","NORWALK","90650","918-09240-0455","0455","09240","CA0190004","NORWALK","N"
18612776,"2018-06-16 19:15:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","AVENUE R AND 11TH ST E, PALMDALE, CA","AVENUE R AND 11TH ST E","PALMDALE",,"918-08839-2610","2610","08839","CA01900W9","PALMDALE","N"
18612729,"2018-06-16 20:18:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","111TH ST AND LARCH AVE, LENNOX, CA","111TH ST AND LARCH AVE","LENNOX",,"918-04691-0383","0383","04691","CA0190003","SOUTH LOS ANGELES","N"
18612851,"2018-06-16 21:15:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","27700 NUGGET DR, CANYON COUNTRY, CA","27700 NUGGET DR","CANYON COUNTRY",,"918-08383-0631","0631","08383","CA0190006","SANTA CLARITA VALLEY","N"
18612860,"2018-06-16 21:36:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","4700 WHITTIER BLVD, LOS ANGELES, CA","4700 WHITTIER BLVD","LOS ANGELES",,"918-09115-0294","0294","09115","CA0190002","EAST LOS ANGELES","N"
18612905,"2018-06-16 23:15:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","1200 LA BREA AVE, WEST HOLLYWOOD, CA","1200 LA BREA AVE","WEST HOLLYWOOD",,"918-03973-0973","0973","03973","CA0190009","WEST HOLLYWOOD","N"
18612935,"2018-06-17 00:35:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","COLIMA RD AND E GREENCASTLE, ROWLAND HEIGHTS, CA","COLIMA RD AND E GREENCASTLE","ROWLAND HEIGHTS",,"918-03835-2931","2931","03835","CA0190020","WALNUT","N"
18614550,"2018-06-17 01:30:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","2200 COWLIN AVE, COMMERCE, CA","2200 COWLIN AVE","COMMERCE",,"918-09205-0243","0243","09205","CA0190002","EAST LOS ANGELES","N"
18612957,"2018-06-17 01:34:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","CARDIFF ST AND AVENUE R-4, PALMDALE, CA","CARDIFF ST AND AVENUE R-4","PALMDALE",,"918-08849-2608","2608","08849","CA01900W9","PALMDALE","N"
18612993,"2018-06-17 01:35:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","900 LARRABEE ST, WEST HOLLYWOOD, CA","900 LARRABEE ST","WEST HOLLYWOOD",,"918-03979-0977","0977","03979","CA0190009","WEST HOLLYWOOD","N"
18612955,"2018-06-17 01:38:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","1300 W 88TH ST, LOS ANGELES, CA 90044","1300 W 88TH ST","LOS ANGELES","90044","918-04700-0370","0370","04700","CA0190003","SOUTH LOS ANGELES","N"
18612980,"2018-06-17 02:10:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","5200 WHITTIER BLVD, LOS ANGELES, CA","5200 WHITTIER BLVD","LOS ANGELES",,"918-09119-0294","0294","09119","CA0190002","EAST LOS ANGELES","N"
18612989,"2018-06-17 02:30:00","NARCOTICS","186","Found Narcotics","21700 E VALLEY BLVD, WALNUT, CA","21700 E VALLEY BLVD","WALNUT",,"918-03837-2916","2916","03837","CA0190020","WALNUT","N"
18613006,"2018-06-17 04:06:19","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","900 CORDOVA AVE, LOS ANGELES, CA 90022","900 CORDOVA AVE","LOS ANGELES","90022","918-09121-0273","0273","09121","CA0190002","EAST LOS ANGELES","N"
18613048,"2018-06-17 07:00:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","1800 E AVENUE J-4, LANCASTER, CA","1800 E AVENUE J-4","LANCASTER",,"918-11986-1137","1137","11986","CA0190024","LANCASTER","N"
18613132,"2018-06-17 11:05:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","FRONTAGE RD AND ROSEMEAD BLVD, PASADENA, CA 91107","FRONTAGE RD AND ROSEMEAD BLVD","PASADENA","91107","918-07501-0590","0590","07501","CA0190005","TEMPLE","N"
18613199,"2018-06-17 12:50:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","BROADMEAD ST AND DURFEE AVE, SOUTH EL MONTE, CA 91733","BROADMEAD ST AND DURFEE AVE","SOUTH EL MONTE","91733","918-07505-0562","0562","07505","CA0190005","TEMPLE","N"
18613270,"2018-06-17 15:05:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","500 BAUCHET ST, LOS ANGELES, CA 90012","500 BAUCHET ST","LOS ANGELES","90012","918-02610-5100","5100","02610","CA0190058","MEN'S CENTRAL JAIL","N"
18613259,"2018-06-17 15:16:10","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","ARTESIA BLVD AND SAN GABRIEL RIV, BELLFLOWER, CA 90706","ARTESIA BLVD AND SAN GABRIEL RIV","BELLFLOWER","90706","918-13478-1336","1336","13478","CA0190013","LAKEWOOD","N"
18613283,"2018-06-17 15:38:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","BIRCH AVE AND PLATT AVE, SOUTH GATE, CA 90280","BIRCH AVE AND PLATT AVE","SOUTH GATE","90280","918-08883-2112","2112","08883","CA01900V3","CENTURY","N"
18613347,"2018-06-17 16:00:00","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","38600 6TH ST E, PALMDALE, CA 93550","38600 6TH ST E","PALMDALE","93550","918-08878-2611","2611","08878","CA01900W9","PALMDALE","N"
18613304,"2018-06-17 16:07:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","24500 THE OLD RD, SANTA CLARITA, CA","24500 THE OLD RD","SANTA CLARITA",,"918-08428-0664","0664","08428","CA0190006","SANTA CLARITA VALLEY","N"
18613307,"2018-06-17 16:16:00","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","700 S CASWELL AVE, COMPTON, CA 90220","700 S CASWELL AVE","COMPTON","90220","918-08539-2830","2830","08539","CA0190042","COMPTON","N"
18613331,"2018-06-17 16:30:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","SIERRA COMMONS DR AND RANCHO VISTA BLVD, PALMDALE, CA","SIERRA COMMONS DR AND RANCHO VISTA BLVD","PALMDALE",,"918-08875-2619","2619","08875","CA01900W9","PALMDALE","N"
18613328,"2018-06-17 16:45:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","13900 IMPERIAL HWY, LA MIRADA, CA","13900 IMPERIAL HWY","LA MIRADA",,"918-09279-0469","0469","09279","CA0190004","NORWALK","N"
18613367,"2018-06-17 17:32:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","14400 TELEGRAPH, WHITTIER, CA","14400 TELEGRAPH","WHITTIER",,"918-09282-0492","0492","09282","CA0190004","NORWALK","N"
18613447,"2018-06-17 20:18:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","RUSH ST AND LOMA AVE, SOUTH EL MONTE, CA 91733","RUSH ST AND LOMA AVE","SOUTH EL MONTE","91733","918-07523-0560","0560","07523","CA0190005","TEMPLE","N"
18613483,"2018-06-17 21:30:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","INEZ AVE AND LAKELAND RD, WHITTIER, CA","INEZ AVE AND LAKELAND RD","WHITTIER",,"918-09291-0491","0491","09291","CA0190004","NORWALK","N"
18613480,"2018-06-17 21:32:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","4800 E 3RD ST, LOS ANGELES, CA 90022","4800 E 3RD ST","LOS ANGELES","90022","918-09149-0281","0281","09149","CA0190002","EAST LOS ANGELES","N"
18613489,"2018-06-17 21:52:00","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","600 S ALAMEDA ST, COMPTON, CA 90220","600 S ALAMEDA ST","COMPTON","90220","918-08546-2840","2840","08546","CA0190042","COMPTON","N"
18613482,"2018-06-17 22:00:00","NARCOTICS","183","Under The Influence Of Narcotic 11550 HS. Does Not Incl 647(f)PC","13100 VALLEY BLVD, BASSETT, CA 91746","13100 VALLEY BLVD","BASSETT","91746","918-07980-1478","1478","07980","CA0190014","INDUSTRY","N"
18613505,"2018-06-17 22:37:24","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","166TH ST AND ELAINE AVE, ARTESIA, CA 90701","166TH ST AND ELAINE AVE","ARTESIA","90701","918-13500-1348","1348","13500","CA0190013","LAKEWOOD","N"
18613538,"2018-06-17 23:49:59","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","BULLIS RD AND KAY ST, COMPTON, CA 90220","BULLIS RD AND KAY ST","COMPTON","90220","918-08552-2825","2825","08552","CA0190042","COMPTON","N"
