,RegionName,State,CountyName,2018-05,zip_code,latitude,longitude
339,Pasadena,CA,Los Angeles,921500,91303,33.786594,-118.29866200000001
340,Pasadena,CA,Los Angeles,921500,91304,33.786594,-118.29866200000001
341,Pasadena,CA,Los Angeles,921500,91305,33.786594,-118.29866200000001
342,Pasadena,CA,Los Angeles,921500,91306,33.786594,-118.29866200000001
343,Pasadena,CA,Los Angeles,921500,91307,33.786594,-118.29866200000001
344,Pasadena,CA,Los Angeles,921500,91308,33.786594,-118.29866200000001
345,Pasadena,CA,Los Angeles,921500,91309,33.786594,-118.29866200000001
346,Pasadena,CA,Los Angeles,921500,91310,33.786594,-118.29866200000001
347,Pasadena,CA,Los Angeles,921500,91311,33.786594,-118.29866200000001
348,Pasadena,CA,Los Angeles,921500,91312,33.786594,-118.29866200000001
349,Pasadena,CA,Los Angeles,921500,91313,33.786594,-118.29866200000001
350,Pasadena,CA,Los Angeles,921500,91316,33.786594,-118.29866200000001
351,Pasadena,CA,Los Angeles,921500,91321,33.786594,-118.29866200000001
352,Pasadena,CA,Los Angeles,921500,91322,33.786594,-118.29866200000001
353,Pasadena,CA,Los Angeles,921500,91324,33.786594,-118.29866200000001
354,Pasadena,CA,Los Angeles,921500,91325,33.786594,-118.29866200000001
355,Pasadena,CA,Los Angeles,921500,91326,33.786594,-118.29866200000001
356,Pasadena,CA,Los Angeles,921500,91327,33.786594,-118.29866200000001
357,Pasadena,CA,Los Angeles,921500,91328,33.786594,-118.29866200000001
358,Pasadena,CA,Los Angeles,921500,91329,33.786594,-118.29866200000001
359,Pasadena,CA,Los Angeles,921500,91330,33.786594,-118.29866200000001
360,Pasadena,CA,Los Angeles,921500,91331,33.786594,-118.29866200000001
361,Pasadena,CA,Los Angeles,921500,91333,33.786594,-118.29866200000001
362,Pasadena,CA,Los Angeles,921500,91334,33.786594,-118.29866200000001
363,Pasadena,CA,Los Angeles,921500,91335,33.786594,-118.29866200000001
364,Pasadena,CA,Los Angeles,921500,91337,33.786594,-118.29866200000001
365,Pasadena,CA,Los Angeles,921500,91340,33.786594,-118.29866200000001
366,Pasadena,CA,Los Angeles,921500,91341,33.786594,-118.29866200000001
367,Pasadena,CA,Los Angeles,921500,91342,33.786594,-118.29866200000001
